Data version,Climate station name,Province,Country,Station ID,Degree latitude,Degree longitude,UTC offset,Elevation
CWEC2011,MEDICINE HAT RCS,AB,CAN,3034485,50.03,-110.72,-7.00,715.0                                                      
ECCC station identifier,File source code (always 'B'),Year Month Day Hour (YYYYMMDDHH),Extraterrestrial irradiance / kJ/m2,Global horizontal irradiance / kJ/m2,Flag,Direct normal irradiance / kJ/m2,Flag,Diffuse horizontal irradiance / kJ/m2,Flag,Global horizontal illuminance / 100 lux,Flag,Direct normal illuminance / 100 lux,Flag,Diffuse horizontal illuminance / 100 lux,Flag,Zenith luminance / 100 Cd/m2,Flag,Minutes of sunshine / 0-60 minutes,Flag,Ceiling height / 10 m,Flag,Sky condition,Flag,Visibility / 100 m,Flag,Present Weather,Flag,Station pressure / 10 Pa,Flag,Dry bulb temperature / 0.1 C,Flag,Dew point temperature / 0.1 C,Flag,Wind direction / 0-359 degrees,Flag,Wind speed / 0.1 m/s,Flag,Total sky cover / 0-10 in tenths,Flag,Opaque sky cover / 0-10 in tenths,Flag,Snow cover (0 = no snow cover 1 = snow cover),Flag
3034485,B,2013100103,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9219,A,36,A,0,A,220,,36,,99,9,99,9,0,,
3034485,B,2013100104,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9219,A,31,A,-2,A,230,,42,,99,9,99,9,0,,
3034485,B,2013100105,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9221,A,26,A,-3,A,200,,36,,99,9,99,9,0,,
3034485,B,2013100106,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9223,A,22,A,-6,A,190,,17,,99,9,99,9,0,,
3034485,B,2013100107,131,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9230,,33,,8,,220,,31,,99,9,99,9,0,,
3034485,B,2013100108,857,258,S,303,S,205,S,81,Q,69,Q,69,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9231,,72,,15,,230,,56,,99,9,99,9,0,,
3034485,B,2013100109,1588,1030,S,2168,S,328,S,317,Q,622,Q,115,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9233,,104,,2,,250,,72,,99,9,99,9,0,,
3034485,B,2013100110,2200,1572,S,3043,S,207,S,479,Q,905,Q,73,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9233,,125,,-25,,260,,97,,99,9,99,9,0,,
3034485,B,2013100111,2648,1973,S,2709,S,509,S,616,Q,815,Q,176,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9234,,128,,-21,,260,,78,,99,9,99,9,0,,
3034485,B,2013100112,2904,1464,S,915,S,923,S,470,Q,276,Q,307,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9235,T,131,T,-20,T,260,T,68,T,99,9,99,9,0,,
3034485,B,2013100113,2948,2257,S,2652,S,662,S,708,Q,801,Q,226,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9237,T,133,T,-18,T,260,T,57,T,99,9,99,9,0,,
3034485,B,2013100114,2778,1923,S,1979,S,802,S,610,Q,596,Q,272,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9238,,136,,-17,,250,,47,,99,9,99,9,0,,
3034485,B,2013100115,2407,452,S,0,S,452,S,146,Q,0,Q,146,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9244,,125,,6,,350,,19,,99,9,99,9,0,,
3034485,B,2013100116,1859,350,S,0,S,350,S,113,Q,0,Q,113,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9254,,114,,10,,280,,72,,99,9,99,9,0,,
3034485,B,2013100117,1171,741,S,1765,S,319,S,222,Q,461,Q,112,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9253,,121,,6,,230,,42,,99,9,99,9,0,,
3034485,B,2013100118,391,211,S,1929,S,58,S,41,Q,250,Q,22,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9257,,84,,19,,230,,31,,99,9,99,9,0,,
3034485,B,2013100119,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9261,,71,,-1,,230,,36,,99,9,99,9,0,,
3034485,B,2013100120,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9266,,56,,-13,,220,,36,,99,9,99,9,0,,
3034485,B,2013100121,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9273,,67,,-21,,260,,53,,99,9,99,9,0,,
3034485,B,2013100122,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9275,,60,,-18,,260,,56,,99,9,99,9,0,,
3034485,B,2013100123,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9281,,53,,-18,,250,,42,,99,9,99,9,0,,
3034485,B,2013100124,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9289,,23,,-18,,220,,42,,99,9,99,9,0,,
3034485,B,2013100201,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9292,,18,,-22,,240,,42,,99,9,99,9,0,,
3034485,B,2013100202,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9299,,6,,-19,,250,,36,,99,9,99,9,0,,
3034485,B,2013100203,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9304,,-9,,-26,,240,,19,,99,9,99,9,0,,
3034485,B,2013100204,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9312,,-14,,-26,,190,,11,,99,9,99,9,0,,
3034485,B,2013100205,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9317,,-9,,-20,,240,,25,,99,9,99,9,0,,
3034485,B,2013100206,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9323,,-8,,-18,,230,,42,,99,9,99,9,0,,
3034485,B,2013100207,119,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9327,,-11,,-23,,240,,42,,99,9,99,9,0,,
3034485,B,2013100208,836,290,S,428,S,217,S,89,Q,97,Q,73,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9330,,24,,4,,230,,36,,99,9,99,9,0,,
3034485,B,2013100209,1567,1020,S,2639,S,177,S,304,Q,753,Q,63,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9334,,54,,12,,230,,53,,99,9,99,9,0,,
3034485,B,2013100210,2177,1582,S,3091,S,210,S,482,Q,918,Q,74,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9334,,88,,15,,300,,25,,99,9,99,9,0,,
3034485,B,2013100211,2625,1986,S,2932,S,417,S,616,Q,881,Q,145,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9335,,102,,11,,290,,31,,99,9,99,9,0,,
3034485,B,2013100212,2879,1829,S,1968,S,674,S,578,Q,594,Q,229,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9333,,110,,-1,,280,,47,,99,9,99,9,0,,
3034485,B,2013100213,2923,1914,S,2214,S,594,S,601,Q,668,Q,203,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9330,,118,,-15,,280,,67,,99,9,99,9,0,,
3034485,B,2013100214,2752,1445,S,949,S,913,S,465,Q,286,Q,304,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9326,,121,,-11,,310,,61,,99,9,99,9,0,,
3034485,B,2013100215,2379,1818,S,2798,S,461,S,566,Q,837,Q,160,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9330,,108,,-11,,320,,56,,99,9,99,9,0,,
3034485,B,2013100216,1830,1355,S,3189,S,165,S,408,Q,935,Q,59,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9333,,112,,-4,,340,,42,,99,9,99,9,0,,
3034485,B,2013100217,1142,794,S,2790,S,144,S,220,Q,720,Q,52,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9339,,98,,-3,,0,,31,,99,9,99,9,0,,
3034485,B,2013100218,362,180,S,1508,S,69,S,38,Q,179,Q,25,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9345,,74,,2,,20,,19,,99,9,99,9,0,,
3034485,B,2013100219,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9350,,54,,2,,30,,17,,99,9,99,9,0,,
3034485,B,2013100220,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9354,,46,,4,,30,,19,,99,9,99,9,0,,
3034485,B,2013100221,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9358,,36,,5,,40,,11,,99,9,99,9,0,,
3034485,B,2013100222,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9363,,24,,-4,,330,,11,,99,9,99,9,0,,
3034485,B,2013100223,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9366,,14,,-6,,0,,0,,99,9,99,9,0,,
3034485,B,2013100224,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9367,,19,,0,,340,,11,,99,9,99,9,0,,
3034485,B,2013100301,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9370,,24,,3,,10,,6,,99,9,99,9,0,,
3034485,B,2013100302,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9374,,27,,3,,20,,17,,99,9,99,9,0,,
3034485,B,2013100303,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9378,,24,,8,,10,,17,,99,9,99,9,0,,
3034485,B,2013100304,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9381,,24,,12,,30,,17,,99,9,99,9,0,,
3034485,B,2013100305,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9385,,24,,12,,10,,19,,99,9,99,9,0,,
3034485,B,2013100306,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9392,,27,,12,,20,,19,,99,9,99,9,0,,
3034485,B,2013100307,108,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9399,,34,,7,,50,,17,,99,9,99,9,0,,
3034485,B,2013100308,814,69,S,0,S,69,S,22,Q,0,Q,22,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9406,,42,,-1,,90,,17,,99,9,99,9,0,,
3034485,B,2013100309,1546,815,S,1784,S,253,S,249,Q,507,Q,89,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9408,,57,,0,,40,,17,,99,9,99,9,0,,
3034485,B,2013100310,2155,1177,S,1720,S,422,S,370,Q,510,Q,146,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9412,,61,,-4,,40,,25,,99,9,99,9,0,,
3034485,B,2013100311,2602,1481,S,1522,S,674,S,471,Q,458,Q,229,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9414,,70,,7,,10,,19,,99,9,99,9,0,,
3034485,B,2013100312,2855,1051,S,244,S,909,S,339,Q,73,Q,296,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9416,,80,,1,,10,,19,,99,9,99,9,0,,
3034485,B,2013100313,2898,1174,S,378,S,950,S,379,Q,114,Q,311,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9415,,82,,-12,,40,,25,,99,9,99,9,0,,
3034485,B,2013100314,2726,1197,S,494,S,923,S,386,Q,149,Q,304,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9417,,83,,6,,340,,25,,99,9,99,9,0,,
3034485,B,2013100315,2352,758,S,113,S,704,S,245,Q,34,Q,229,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9420,,86,,-1,,0,,19,,99,9,99,9,0,,
3034485,B,2013100316,1801,749,S,558,S,545,S,242,Q,163,Q,182,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9426,,83,,-4,,330,,17,,99,9,99,9,0,,
3034485,B,2013100317,1112,243,S,0,S,243,S,78,Q,0,Q,78,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9431,,79,,-1,,320,,19,,99,9,99,9,0,,
3034485,B,2013100318,334,34,S,0,S,34,S,11,Q,0,Q,11,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9435,,58,,16,,220,,19,,99,9,99,9,0,,
3034485,B,2013100319,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9440,,60,,15,,350,,11,,99,9,99,9,0,,
3034485,B,2013100320,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9438,,50,,10,,350,,11,,99,9,99,9,0,,
3034485,B,2013100321,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9445,,24,,-6,,260,,6,,99,9,99,9,0,,
3034485,B,2013100322,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9447,,20,,2,,310,,6,,99,9,99,9,0,,
3034485,B,2013100323,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9453,,11,,1,,230,,6,,99,9,99,9,0,,
3034485,B,2013100324,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9453,,-20,,-30,,190,,17,,99,9,99,9,0,,
3034485,B,2013100401,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9455,,-11,,-19,,240,,19,,99,9,99,9,0,,
3034485,B,2013100402,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9459,,-4,,-12,,230,,25,,99,9,99,9,0,,
3034485,B,2013100403,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9459,,-7,,-17,,230,,25,,99,9,99,9,0,,
3034485,B,2013100404,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9457,,-16,,-27,,230,,19,,99,9,99,9,0,,
3034485,B,2013100405,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9458,,-8,,-19,,230,,31,,99,9,99,9,0,,
3034485,B,2013100406,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9459,,-8,,-26,,240,,36,,99,9,99,9,0,,
3034485,B,2013100407,98,48,S,24,S,24,S,9,Q,9999,9,9,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9459,,-12,,-27,,240,,25,,99,9,99,9,0,,
3034485,B,2013100408,793,202,S,112,S,184,S,64,Q,25,Q,60,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9463,,2,,-12,,220,,31,,99,9,99,9,0,,
3034485,B,2013100409,1524,987,S,2601,S,180,S,293,Q,736,Q,65,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9463,,45,,4,,220,,42,,99,9,99,9,0,,
3034485,B,2013100410,2133,1540,S,3060,S,210,S,469,Q,907,Q,75,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9457,,77,,-2,,220,,47,,99,9,99,9,0,,
3034485,B,2013100411,2578,1939,S,3276,S,218,S,593,Q,984,Q,76,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9453,,100,,-6,,240,,56,,99,9,99,9,0,,
3034485,B,2013100412,2831,2172,S,3385,S,221,S,665,Q,1020,Q,77,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9445,,111,,-32,,220,,42,,99,9,99,9,0,,
3034485,B,2013100413,2871,2220,S,3424,S,217,S,680,Q,1033,Q,76,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9438,,118,,-32,,240,,36,,99,9,99,9,0,,
3034485,B,2013100414,2699,2080,S,3406,S,208,S,636,Q,1025,Q,73,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9432,,128,,-32,,210,,42,,99,9,99,9,0,,
3034485,B,2013100415,2324,1765,S,3327,S,190,S,537,Q,993,Q,67,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9423,,131,,-55,,230,,47,,99,9,99,9,0,,
3034485,B,2013100416,1773,1300,S,3160,S,159,S,391,Q,925,Q,57,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9418,,129,,-44,,190,,53,,99,9,99,9,0,,
3034485,B,2013100417,1083,743,S,2369,S,220,S,211,Q,597,Q,79,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9412,,117,,-46,,180,,42,,99,9,99,9,0,,
3034485,B,2013100418,308,116,S,495,S,84,S,32,Q,52,Q,29,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9402,,73,,-36,,170,,42,,99,9,99,9,0,,
3034485,B,2013100419,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9401,,56,,-40,,180,,47,,99,9,99,9,0,,
3034485,B,2013100420,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9396,,30,,-45,,190,,42,,99,9,99,9,0,,
3034485,B,2013100421,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9389,,53,,-41,,190,,47,,99,9,99,9,0,,
3034485,B,2013100422,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9384,,42,,-45,,200,,42,,99,9,99,9,0,,
3034485,B,2013100423,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9376,,15,,-46,,200,,36,,99,9,99,9,0,,
3034485,B,2013100424,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9369,,26,,-37,,200,,36,,99,9,99,9,0,,
3034485,B,2013100501,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9370,,50,,-39,,220,,53,,99,9,99,9,0,,
3034485,B,2013100502,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9356,,40,,-36,,210,,47,,99,9,99,9,0,,
3034485,B,2013100503,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9357,,39,,-31,,220,,56,,99,9,99,9,0,,
3034485,B,2013100504,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9354,,28,,-25,,230,,53,,99,9,99,9,0,,
3034485,B,2013100505,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9351,,53,,-23,,230,,61,,99,9,99,9,0,,
3034485,B,2013100506,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9350,,51,,-29,,230,,89,,99,9,99,9,0,,
3034485,B,2013100507,88,44,S,22,S,22,S,8,Q,9999,9,8,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9354,,30,,-25,,230,,42,,99,9,99,9,0,,
3034485,B,2013100508,771,90,S,0,S,90,S,29,Q,0,Q,29,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9359,,56,,-7,,240,,47,,99,9,99,9,0,,
3034485,B,2013100509,1501,340,S,0,S,340,S,110,Q,0,Q,110,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9360,,79,,9,,230,,36,,99,9,99,9,0,,
3034485,B,2013100510,2111,898,S,542,S,665,S,290,Q,160,Q,221,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9359,,112,,-2,,250,,42,,99,9,99,9,0,,
3034485,B,2013100511,2555,1342,S,1007,S,819,S,431,Q,302,Q,274,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9355,,143,,8,,270,,42,,99,9,99,9,0,,
3034485,B,2013100512,2806,2179,S,2647,S,667,S,684,Q,798,Q,229,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9352,,149,,3,,270,,31,,99,9,99,9,0,,
3034485,B,2013100513,2846,1775,S,1775,S,746,S,563,Q,535,Q,253,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9345,,175,,5,,260,,31,,99,9,99,9,0,,
3034485,B,2013100514,2672,2005,S,2811,S,476,S,625,Q,846,Q,165,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9340,,185,,8,,260,,42,,99,9,99,9,0,,
3034485,B,2013100515,2297,1763,S,3192,S,271,S,540,Q,952,Q,95,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9334,,192,,8,,230,,42,,99,9,99,9,0,,
3034485,B,2013100516,1744,1224,S,2559,S,315,S,377,Q,748,Q,111,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9330,,187,,24,,260,,31,,99,9,99,9,0,,
3034485,B,2013100517,1054,445,S,714,S,292,S,137,Q,178,Q,99,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9328,,164,,36,,260,,19,,99,9,99,9,0,,
3034485,B,2013100518,283,49,S,0,S,49,S,16,Q,0,Q,16,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9328,,149,,31,,260,,25,,99,9,99,9,0,,
3034485,B,2013100519,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9330,,106,,29,,230,,25,,99,9,99,9,0,,
3034485,B,2013100520,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9332,,90,,31,,230,,31,,99,9,99,9,0,,
3034485,B,2013100521,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9334,,76,,35,,230,,36,,99,9,99,9,0,,
3034485,B,2013100522,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9335,,65,,26,,230,,31,,99,9,99,9,0,,
3034485,B,2013100523,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9332,,59,,21,,240,,42,,99,9,99,9,0,,
3034485,B,2013100524,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9331,,55,,20,,240,,42,,99,9,99,9,0,,
3034485,B,2013100601,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9331,,45,,14,,220,,42,,99,9,99,9,0,,
3034485,B,2013100602,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9332,,65,,26,,240,,53,,99,9,99,9,0,,
3034485,B,2013100603,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9329,,53,,24,,230,,42,,99,9,99,9,0,,
3034485,B,2013100604,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9328,,54,,27,,230,,36,,99,9,99,9,0,,
3034485,B,2013100605,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9328,,49,,26,,240,,36,,99,9,99,9,0,,
3034485,B,2013100606,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9330,,39,,21,,230,,31,,99,9,99,9,0,,
3034485,B,2013100607,78,38,S,19,S,19,S,7,Q,9999,9,7,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9330,,47,,24,,240,,31,,99,9,99,9,0,,
3034485,B,2013100608,750,91,S,0,S,91,S,29,Q,0,Q,29,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9330,,69,,38,,240,,25,,99,9,99,9,0,,
3034485,B,2013100609,1480,654,S,839,S,401,S,207,Q,235,Q,136,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9332,,108,,54,,220,,19,,99,9,99,9,0,,
3034485,B,2013100610,2087,1478,S,2520,S,408,S,459,Q,746,Q,143,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9330,,141,,54,,40,,11,,99,9,99,9,0,,
3034485,B,2013100611,2532,1813,S,3014,S,260,S,557,Q,905,Q,91,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9324,,170,,36,,280,,17,,99,9,99,9,0,,
3034485,B,2013100612,2781,2115,S,3347,S,221,S,648,Q,1008,Q,77,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9318,,191,,34,,270,,31,,99,9,99,9,0,,
3034485,B,2013100613,2820,2112,S,3329,S,202,S,646,Q,1003,Q,71,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9310,,204,,31,,290,,25,,99,9,99,9,0,,
3034485,B,2013100614,2645,2017,S,3369,S,204,S,617,Q,1013,Q,72,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9304,,216,,32,,280,,36,,99,9,99,9,0,,
3034485,B,2013100615,2268,1684,S,2494,S,533,S,528,Q,743,Q,185,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9298,,201,,30,,260,,53,,99,9,99,9,0,,
3034485,B,2013100616,1716,651,S,376,S,520,S,210,Q,110,Q,172,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9299,,192,,43,,260,,42,,99,9,99,9,0,,
3034485,B,2013100617,1024,249,S,0,S,249,S,80,Q,0,Q,80,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9296,,194,,33,,290,,11,,99,9,99,9,0,,
3034485,B,2013100618,259,104,S,355,S,81,S,29,Q,39,Q,27,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9293,,143,,44,,240,,19,,99,9,99,9,0,,
